,City,Temperature,Humidity,Cloudiness,wind_speed,Date,Country,Longitude,Latitude,date_norm
295,joensuu,5.49,78,0,6.91,1646700873,FI,29.7632,62.6012,3/8/2022
296,vila do maio,70.59,71,23,20.87,1646700873,CV,-23.2167,15.1333,3/8/2022
297,umm lajj,70.83,83,100,5.97,1646700874,SA,37.2685,25.0213,3/8/2022
298,knysna,68.38,94,98,2.93,1646700874,ZA,23.0471,-34.0363,3/8/2022
299,hirado,43.95,50,0,2.84,1646700874,JP,129.5531,33.3597,3/8/2022
300,kangaatsiaq,6.94,95,100,4.23,1646700875,GL,-53.4641,68.3065,3/8/2022
301,warmbad,78.22,47,0,5.95,1646700875,NA,18.7333,-28.45,3/8/2022
302,yumen,41.88,27,100,6.42,1646700875,CN,97.2,40.2833,3/8/2022
303,bandarbeyla,74.5,71,1,8.21,1646700875,SO,50.8122,9.4942,3/8/2022
304,andros town,76.96,82,0,15.79,1646700876,BS,-77.7667,24.7,3/8/2022
305,lufilufi,91.18,79,100,11.41,1646700876,WS,-171.5986,-13.8745,3/8/2022
306,inta,-30.23,100,100,2.46,1646700876,RU,60.1659,66.0317,3/8/2022
307,malanje,63.14,94,100,2.33,1646700877,AO,16.341,-9.5402,3/8/2022
308,ketchikan,42.78,81,100,3.42,1646700877,US,-131.6461,55.3422,3/8/2022
309,tiksi,-17.05,100,100,4.09,1646700877,RU,128.8694,71.6872,3/8/2022
310,new amsterdam,75.22,86,100,5.32,1646700877,GY,-57.5167,6.25,3/8/2022
311,sozimskiy,-9.74,99,52,3.02,1646700878,RU,52.2482,59.7418,3/8/2022
312,ilo,71.67,84,55,4.88,1646700878,PE,-71.3375,-17.6394,3/8/2022
313,parkhill,30.25,91,83,12.95,1646700878,CA,-81.6831,43.1501,3/8/2022
314,ximei,56.93,63,0,4.05,1646700878,CN,118.3794,24.9639,3/8/2022
315,porto novo,84.02,78,92,6.51,1646700879,BJ,2.6036,6.4965,3/8/2022
316,kaduqli,80.71,16,37,7.11,1646700879,SD,29.7167,11.0167,3/8/2022
317,tshikapa,70.23,91,100,2.17,1646700879,CD,20.8,-6.4167,3/8/2022
318,pisco,75.25,73,75,4.61,1646700871,PE,-76.2167,-13.7,3/8/2022
319,alice springs,76.55,33,0,14.97,1646700880,AU,133.8833,-23.7,3/8/2022
320,kaitangata,68.63,60,13,5.5,1646700880,NZ,169.8464,-46.2817,3/8/2022
321,macklin,25.14,85,100,25.68,1646700880,CA,-109.9348,52.3334,3/8/2022
322,batagay-alyta,-11.78,79,100,1.45,1646700880,RU,130.4114,67.8006,3/8/2022
323,isla vista,64.92,36,0,5.99,1646700881,US,-119.861,34.4133,3/8/2022
324,breisach,30.24,67,0,4.61,1646700881,DE,7.5833,48.0333,3/8/2022
325,solnechnyy,18.34,90,73,2.84,1646700881,RU,136.6319,50.7214,3/8/2022
326,killam,23.14,86,100,29.93,1646700881,CA,-111.8518,52.7834,3/8/2022
327,bouca,79.93,44,100,4.68,1646700882,CF,18.2733,6.5105,3/8/2022
328,kamenka,16.09,97,100,5.06,1646700882,RU,42.7678,51.3223,3/8/2022
329,narsaq,2.73,79,12,8.57,1646700882,GL,-46.05,60.9167,3/8/2022
330,tazovskiy,-24.02,96,63,10.87,1646700883,RU,78.7,67.4667,3/8/2022
331,paithan,74.88,34,96,7.25,1646700883,IN,75.3833,19.4833,3/8/2022
332,havre-saint-pierre,25.12,86,100,8.05,1646700883,CA,-63.5986,50.2334,3/8/2022
333,channel-port aux basques,31.75,97,100,14.74,1646700883,CA,-59.1367,47.5702,3/8/2022
334,hasaki,44.58,76,100,9.19,1646700884,JP,140.8333,35.7333,3/8/2022
335,doha,72.28,81,75,6.91,1646700595,QA,51.5333,25.2867,3/8/2022
336,port hardy,49.51,71,75,5.75,1646700884,CA,-127.4199,50.6996,3/8/2022
337,birobidzhan,20.21,90,77,1.28,1646700884,RU,132.95,48.8,3/8/2022
338,constitucion,56.61,86,0,12.82,1646700884,CL,-72.4167,-35.3333,3/8/2022
339,nacala,75.38,97,87,5.03,1646700651,MZ,40.6728,-14.5428,3/8/2022
340,burns lake,40.42,80,100,3.89,1646700885,CA,-125.7533,54.2331,3/8/2022
341,palmas,74.98,89,100,6.91,1646700885,BR,-48.3603,-10.2128,3/8/2022
342,padang,75.25,82,100,3.44,1646700885,ID,100.3543,-0.9492,3/8/2022
343,bundaberg,91.22,70,0,13.8,1646700886,AU,152.35,-24.85,3/8/2022
344,luanda,78.8,89,20,5.75,1646700679,AO,13.2343,-8.8368,3/8/2022
345,roswell,56.89,93,75,3.44,1646700787,US,-84.3616,34.0232,3/8/2022
346,balkanabat,43.38,41,69,8.86,1646700886,TM,54.3671,39.5108,3/8/2022
347,indianola,28.27,66,3,6.15,1646700886,US,-93.5574,41.3581,3/8/2022
348,luderitz,68.88,71,0,17.69,1646700887,NA,15.1594,-26.6481,3/8/2022
349,turan,75.18,69,40,6.91,1646700874,VN,108.2208,16.0678,3/8/2022
350,belmonte,77.5,78,0,6.96,1646700887,BR,-38.8828,-15.8631,3/8/2022
351,funehiki,39.24,44,88,4.16,1646700887,JP,140.5833,37.4333,3/8/2022
352,jatibonico,76.78,69,50,9.35,1646700887,CU,-79.17,21.9419,3/8/2022
353,severo-kurilsk,33.76,97,100,23.47,1646700838,RU,156.125,50.6789,3/8/2022
354,ahipara,77.68,55,0,5.32,1646700888,NZ,173.1667,-35.1667,3/8/2022
355,scottsboro,51.48,87,100,10.36,1646700888,US,-86.0341,34.6723,3/8/2022
356,coihaique,51.75,71,100,3.44,1646700888,CL,-72.0662,-45.5752,3/8/2022
357,zanjan,37.08,89,88,6.11,1646700889,IR,48.4787,36.6736,3/8/2022
358,male,80.55,78,40,5.75,1646700889,MV,73.5089,4.1748,3/8/2022
359,newport,39.36,72,7,13.02,1646700845,GB,-2.9984,51.5877,3/8/2022
360,kyshtovka,-7.73,91,100,13.65,1646700889,RU,76.6271,56.555,3/8/2022
361,gamba,79.41,89,100,5.48,1646700889,GA,10,-2.65,3/8/2022
362,sile,42.33,73,98,1.99,1646700890,TR,29.6133,41.1754,3/8/2022
363,salinopolis,77.2,89,100,12.66,1646700890,BR,-47.3561,-0.6136,3/8/2022
364,dese,54.03,35,84,1.74,1646700890,ET,39.6333,11.1333,3/8/2022
365,tucurui,72.86,97,86,0.87,1646700890,BR,-49.6725,-3.7661,3/8/2022
366,maragogi,78.35,74,28,4.32,1646700602,BR,-35.2225,-9.0122,3/8/2022
367,norrtalje,33.98,95,43,4.79,1646700891,SE,18.705,59.758,3/8/2022
368,leander,48.7,47,40,6.91,1646700799,US,-97.8531,30.5788,3/8/2022
369,coruripe,78.51,78,92,6.78,1646700891,BR,-36.1756,-10.1256,3/8/2022
370,requena,40.59,95,100,2.37,1646700891,ES,-1.1004,39.4883,3/8/2022
371,fort frances,24.06,66,100,1.99,1646700892,CA,-93.4003,48.5999,3/8/2022
372,varniai,29.89,91,26,3.53,1646700892,LT,22.3644,55.7406,3/8/2022
373,tautira,87.82,75,6,12.57,1646700892,PF,-149.15,-17.7333,3/8/2022
374,lagos,82.72,85,97,3.62,1646700863,NG,3.75,6.5833,3/8/2022
375,sao filipe,70.93,69,5,13.09,1646700893,CV,-24.4956,14.8961,3/8/2022
376,palembang,75.29,94,40,4.61,1646700893,ID,104.7458,-2.9167,3/8/2022
377,sao jose da coroa grande,78.69,75,21,4.92,1646700733,BR,-35.1478,-8.8978,3/8/2022
378,tiarei,87.82,74,22,12.8,1646700893,PF,-149.3333,-17.5333,3/8/2022
379,sao gabriel da cachoeira,73.15,99,100,3.56,1646700851,BR,-67.0892,-0.1303,3/8/2022
380,merauke,83.1,78,97,5.84,1646700893,ID,140.3333,-8.4667,3/8/2022
381,zhanaozen,31.28,43,5,14.07,1646700894,KZ,52.8,43.3,3/8/2022
382,cabanglasan,74.77,94,100,3.27,1646700894,PH,125.3275,8.1214,3/8/2022
383,gorontalo,83.73,74,58,1.61,1646700894,ID,123.0595,0.5412,3/8/2022
384,lompoc,60.03,64,0,16.11,1646700895,US,-120.4579,34.6391,3/8/2022
385,codrington,63.63,59,45,21.43,1646700895,AU,141.9667,-38.2667,3/8/2022
386,parauna,71.46,77,83,0.38,1646700895,BR,-50.4486,-16.9478,3/8/2022
387,taungdwingyi,78.33,30,1,2.44,1646700895,MM,95.55,20.0167,3/8/2022
388,cienfuegos,77.14,88,13,4.61,1646700896,CU,-80.4356,22.1461,3/8/2022
389,cristalina,63.3,80,20,2.77,1646700896,BR,-47.6136,-16.7686,3/8/2022
390,hamilton,37.63,79,100,5.01,1646700896,US,-84.5333,39.1834,3/8/2022
391,oranjemund,63.93,90,92,17.85,1646700896,NA,16.4333,-28.55,3/8/2022
392,easton,65.71,78,100,7,1646700773,US,-75.2207,40.6884,3/8/2022
393,chara,10.15,81,49,0.78,1646700897,RU,118.2631,56.9064,3/8/2022
394,mehamn,34.05,67,96,17.27,1646700897,NO,27.8492,71.0357,3/8/2022
395,pozo colorado,87.28,45,97,4.25,1646700897,PY,-58.7972,-23.4923,3/8/2022
396,cidreira,73.27,95,100,6.98,1646700898,BR,-50.2056,-30.1811,3/8/2022
397,carballo,47.48,89,100,10.2,1646700898,ES,-8.691,43.213,3/8/2022
398,garango,83.68,12,11,10.85,1646700898,BF,-0.5506,11.8,3/8/2022
399,north platte,25.56,50,0,4,1646700898,US,-100.7654,41.1239,3/8/2022
400,saint anthony,26.96,50,0,8.05,1646700899,US,-93.218,45.0205,3/8/2022
401,san jose,64.92,21,20,10.36,1646700716,US,-121.895,37.3394,3/8/2022
402,cleveland,35.35,85,100,14.97,1646700890,US,-81.6954,41.4995,3/8/2022
403,touros,79.7,78,100,10.22,1646700899,BR,-35.4608,-5.1989,3/8/2022
404,karratha,95.52,33,4,14.07,1646700899,AU,116.8463,-20.7377,3/8/2022
405,takanabe,48.09,54,0,2.01,1646700900,JP,131.5,32.1333,3/8/2022
406,alta gracia,61.54,65,0,3.27,1646700900,AR,-64.4283,-31.6529,3/8/2022
407,pandan,79.43,88,69,11.74,1646700900,PH,124.1694,14.0453,3/8/2022
408,angoche,78.46,84,100,5.46,1646700900,MZ,39.9086,-16.2325,3/8/2022
409,westerland,28.42,100,8,3.44,1646700901,DE,8.3033,54.9079,3/8/2022
410,kamaishi,38.35,46,100,8.05,1646700901,JP,141.8833,39.2667,3/8/2022
411,portland,52.81,71,40,6.91,1646700683,US,-122.6762,45.5234,3/8/2022
412,kuldur,24.8,86,89,1.92,1646700901,RU,131.6333,49.2167,3/8/2022
413,souillac,75.58,100,75,2.3,1646700902,MU,57.5167,-20.5167,3/8/2022
414,pa sang,76.84,59,24,1.48,1646700902,TH,98.9394,18.5262,3/8/2022
415,matehuala,74.68,37,65,16.87,1646700902,MX,-100.65,23.65,3/8/2022
416,dalnerechensk,18.05,83,16,3.62,1646700903,RU,133.7225,45.9339,3/8/2022
417,salalah,70.02,64,89,1.39,1646700903,OM,54.0924,17.0151,3/8/2022
418,pimentel,73.96,73,22,7.9,1646700903,PE,-79.9342,-6.8367,3/8/2022
419,daru,84.83,69,99,3.8,1646700903,PG,143.2092,-9.0763,3/8/2022
420,dunedin,66.47,69,10,13.51,1646700904,NZ,170.5036,-45.8742,3/8/2022
421,port augusta,73.71,37,0,22.19,1646700904,AU,137.7667,-32.5,3/8/2022
422,beloha,71.06,95,8,7.23,1646700904,MG,45.05,-25.1667,3/8/2022
423,kutum,70.14,14,100,5.17,1646700905,SD,24.6667,14.2,3/8/2022
424,ilebo,70.5,94,100,1.21,1646700905,CD,20.5833,-4.3167,3/8/2022
425,sorland,36.63,80,100,13.42,1646700905,NO,12.6934,67.667,3/8/2022
426,kalmunai,78.24,80,94,8.05,1646700905,LK,81.8167,7.4167,3/8/2022
427,abaete,72.52,70,69,2.26,1646700906,BR,-45.4458,-19.16,3/8/2022
428,ust-kulom,-18.51,99,18,3.31,1646700906,RU,53.6902,61.6864,3/8/2022
429,sabang,81.36,76,100,7.36,1646700906,ID,95.3214,5.8933,3/8/2022
430,ostrovnoy,0.59,92,100,14.25,1646700907,RU,39.5131,68.0531,3/8/2022
431,cobija,71.71,99,100,1.68,1646700907,BO,-68.7692,-11.0267,3/8/2022
432,aswan,69.62,24,43,10,1646700907,EG,32.907,24.0934,3/8/2022
433,camapua,73.13,80,1,1.45,1646700907,BR,-54.0439,-19.5314,3/8/2022
434,lukovetskiy,-20.02,100,7,0.63,1646700908,RU,41.9211,64.2956,3/8/2022
435,qandala,73.56,68,4,7.18,1646700908,SO,49.8728,11.472,3/8/2022
436,laurel,68.27,77,100,19.57,1646700908,US,-76.8483,39.0993,3/8/2022
437,dalnegorsk,29.75,61,1,5.1,1646700909,RU,135.5701,44.5604,3/8/2022
438,mount vernon,63.81,72,100,21.12,1646700909,US,-73.8371,40.9126,3/8/2022
439,coahuayana,73.54,76,0,3.22,1646700909,MX,-103.6833,18.7333,3/8/2022
440,paamiut,7.72,78,98,11.7,1646700910,GL,-49.6678,61.994,3/8/2022
441,tapiramuta,66.31,91,89,5.39,1646700910,BR,-40.7914,-11.8472,3/8/2022
442,maldonado,67.39,74,45,7.54,1646700722,UY,-54.9167,-34.6667,3/8/2022
443,omboue,79.66,87,100,2.04,1646700910,GA,9.2618,-1.5746,3/8/2022
444,thompson,26.76,63,100,3.44,1646700910,CA,-97.8558,55.7435,3/8/2022
445,faya,54.12,63,1,2.59,1646700911,SA,42.4509,18.3851,3/8/2022
446,katsuura,42.49,89,100,15.99,1646700911,JP,140.3,35.1333,3/8/2022
447,kahului,83.46,66,39,3.85,1646700911,US,-156.47,20.8947,3/8/2022
448,grindavik,32.47,93,100,10.36,1646700912,IS,-22.4338,63.8424,3/8/2022
449,sarakhs,47.93,69,100,7.09,1646700912,IR,61.1577,36.5449,3/8/2022
450,port keats,87.46,72,100,2.1,1646700912,AU,129.55,-14.25,3/8/2022
451,birao,78.04,12,100,7.05,1646700912,CF,22.7882,10.2849,3/8/2022
452,zhigansk,-12.42,91,67,12.53,1646700913,RU,123.3711,66.7697,3/8/2022
453,zhuhai,61.79,55,0,14.97,1646700913,CN,113.5678,22.2769,3/8/2022
454,mosquera,53.69,94,75,11.5,1646700680,CO,-74.2302,4.7059,3/8/2022
455,tahoua,79.25,11,3,12.1,1646700913,NE,5.2692,14.8888,3/8/2022
456,the valley,76.86,73,0,22.5,1646700914,AI,-63.0578,18.217,3/8/2022
457,dalvik,35.53,82,100,3.44,1646700914,IS,-18.5286,65.9702,3/8/2022
458,araure,79.38,55,100,9.75,1646700914,VE,-69.2148,9.5601,3/8/2022
459,inirida,78.31,79,96,0.85,1646700915,CO,-67.9239,3.8653,3/8/2022
460,axim,78.93,88,100,2.68,1646700915,GH,-2.2405,4.8699,3/8/2022
461,vila franca do campo,55.2,74,63,10.76,1646700915,PT,-25.4333,37.7167,3/8/2022
462,ola,12.04,64,100,9.71,1646700916,RU,151.2833,59.5833,3/8/2022
463,mokshan,20.28,97,100,2.86,1646700916,RU,44.6132,53.4365,3/8/2022
464,bismarck,39.04,48,0,13.8,1646700715,US,-100.7837,46.8083,3/8/2022
465,saint-augustin,21.78,97,100,7.54,1646700916,CA,-58.6502,51.226,3/8/2022
466,berezovyy,19.04,79,13,1.28,1646700917,RU,135.7,51.6667,3/8/2022
467,moranbah,96.37,27,0,10.18,1646700917,AU,148.0466,-22.0016,3/8/2022
468,clarence town,74.97,95,98,3.47,1646700917,AU,151.7833,-32.5833,3/8/2022
469,avera,68.2,70,62,9.8,1646700918,US,-82.5271,33.194,3/8/2022
470,pacific grove,59.07,66,0,7,1646700918,US,-121.9166,36.6177,3/8/2022
471,boz,29.19,89,0,1.1,1646700918,FR,4.9109,46.4071,3/8/2022
472,ambon,86.14,70,20,3.44,1646700919,ID,128.1814,-3.6954,3/8/2022
473,san policarpo,81.27,83,100,7.54,1646700919,PH,125.5072,12.1791,3/8/2022
474,xinye,54.39,70,0,11.56,1646700919,CN,112.3522,32.5186,3/8/2022
475,peniche,52.86,88,14,19.51,1646700919,PT,-9.3811,39.3558,3/8/2022
476,kungurtug,20.66,87,100,1.59,1646700920,RU,97.5228,50.5994,3/8/2022
477,sirnak,37.6,72,72,2.62,1646700920,TR,42.4594,37.5228,3/8/2022
478,te anau,70.38,57,5,6.29,1646700921,NZ,167.7167,-45.4167,3/8/2022
479,wamba,81.77,49,100,4.25,1646700921,NG,8.6,8.9333,3/8/2022
480,nuuk,16.88,85,100,15.01,1646700921,GL,-51.7216,64.1835,3/8/2022
481,koungou,82.11,78,0,9.22,1646700922,YT,45.2042,-12.7336,3/8/2022
482,vamberk,28.36,83,20,1.48,1646700922,CZ,16.2907,50.1176,3/8/2022
483,rrogozhine,37.58,85,96,4.09,1646700922,AL,19.6653,41.0764,3/8/2022
484,mount gambier,62.51,72,100,24.16,1646700922,AU,140.7667,-37.8333,3/8/2022
485,soe,76.73,69,86,0.87,1646700923,ID,124.284,-9.8607,3/8/2022
486,trelew,61.7,67,78,7.2,1646700838,AR,-65.3051,-43.249,3/8/2022
487,richards bay,70.9,88,6,5.14,1646700923,ZA,32.0377,-28.783,3/8/2022
488,litovko,12.65,92,92,0.58,1646700923,RU,135.1742,49.2361,3/8/2022
489,sinnai,40.64,76,0,5.75,1646700924,IT,9.2036,39.3042,3/8/2022
490,bluefields,75.2,91,15,6.31,1646700924,NI,-83.7635,12.0137,3/8/2022
491,wilmington,68.63,72,0,17.27,1646700743,US,-77.9447,34.2257,3/8/2022
492,san luis,65.53,39,0,21.14,1646700924,AR,-66.3356,-33.295,3/8/2022
493,bungu,71.65,95,95,3.06,1646700924,TZ,39.0582,-7.6337,3/8/2022
494,camacha,56.62,88,40,13.8,1646700663,PT,-16.3333,33.0833,3/8/2022
495,coquimbo,65.52,75,0,5.68,1646700925,CL,-71.3436,-29.9533,3/8/2022
496,haines junction,28.35,43,6,5.75,1646700925,CA,-137.5108,60.7522,3/8/2022
497,vilhena,68.95,98,100,2.75,1646700925,BR,-60.1458,-12.7406,3/8/2022
498,mareeba,89.58,68,64,4.23,1646700926,AU,145.4333,-17,3/8/2022
499,roebourne,95.72,33,1,19.89,1646700926,AU,117.1333,-20.7833,3/8/2022
500,emba,1.08,97,96,5.41,1646700926,KZ,58.1442,48.8264,3/8/2022
501,batagay,-16.33,94,100,1.5,1646700926,RU,134.6333,67.6333,3/8/2022
502,yangliuqing,44.55,22,33,6.35,1646700927,CN,116.9997,39.1375,3/8/2022
503,brandfort,62.01,82,100,11.21,1646700927,ZA,26.4597,-28.7001,3/8/2022
504,hammerfest,34.25,86,75,19.57,1646700927,NO,23.6821,70.6634,3/8/2022
505,aykhal,-16.96,100,100,3.09,1646700927,RU,111.5,66,3/8/2022
506,moose factory,12.18,79,100,5.75,1646700928,CA,-80.6094,51.2585,3/8/2022
507,xam nua,62.44,59,44,1.92,1646700928,LA,104.0439,20.4197,3/8/2022
508,catamarca,72.77,60,100,13,1646700667,AR,-65.7852,-28.4696,3/8/2022
509,kempele,19.42,93,100,10.36,1646700928,FI,25.5034,64.9131,3/8/2022
510,dhidhdhoo,80.74,72,59,3.53,1646700929,MV,73.1,6.8833,3/8/2022
511,quebo,75.43,28,88,2.66,1646700929,GW,-14.9333,11.3333,3/8/2022
512,pinawa,18.55,91,100,9.69,1646700929,CA,-95.8811,50.1489,3/8/2022
513,moron,69.96,64,0,5.91,1646700929,AR,-58.6198,-34.6534,3/8/2022
514,sosnovo-ozerskoye,19.71,92,96,8.66,1646700930,RU,111.5418,52.5249,3/8/2022
515,naze,58.12,58,22,17.67,1646700930,JP,129.4833,28.3667,3/8/2022
516,benguela,76.93,81,100,3.38,1646700930,AO,13.4055,-12.5763,3/8/2022
517,at-bashi,25.38,89,100,1.59,1646700930,KG,75.8106,41.1702,3/8/2022
518,covington,38.32,80,100,3,1646700824,US,-84.5086,39.0837,3/8/2022
519,leshukonskoye,-23.28,100,13,0.69,1646700931,RU,45.7622,64.8989,3/8/2022
520,lahaina,83.44,65,53,4.43,1646700914,US,-156.6825,20.8783,3/8/2022
521,praia da vitoria,55.65,71,40,11.32,1646700931,PT,-27.0667,38.7333,3/8/2022
522,progreso,78.24,81,0,17.56,1646700931,MX,-89.6667,21.2833,3/8/2022
523,sembakung,82.33,72,98,2.59,1646700932,ID,117.25,3.8167,3/8/2022
524,havelock,65.86,87,34,13,1646700932,US,-76.9013,34.8791,3/8/2022
525,sao joao da barra,77.67,86,2,12.33,1646700932,BR,-41.0511,-21.6403,3/8/2022
526,monrovia,79.18,91,3,3.94,1646700715,LR,-10.7969,6.3005,3/8/2022
527,cukai,75.07,83,67,2.62,1646700932,MY,103.4167,4.25,3/8/2022
528,bowen,88.02,73,29,11.97,1646700933,AU,148.2333,-20.0167,3/8/2022
529,nyurba,-12.08,100,100,0.38,1646700933,RU,118.3319,63.2842,3/8/2022
530,edmonds,48.07,78,68,3,1646700933,US,-122.3774,47.8107,3/8/2022
531,mackay,89.85,70,75,14.97,1646700934,AU,149.2,-21.15,3/8/2022
532,harper,79.75,88,41,5.23,1646700934,LR,-7.7169,4.375,3/8/2022
533,chapais,19.18,94,100,8.93,1646700934,CA,-74.8492,49.7834,3/8/2022
534,takoradi,79.38,88,100,4.18,1646700934,GH,-1.7554,4.8845,3/8/2022
535,zvenyhorodka,28.29,95,98,7.34,1646700935,UA,30.9675,49.0787,3/8/2022
536,akdagmadeni,34.12,93,100,10.89,1646700935,TR,35.8836,39.6603,3/8/2022
537,santiago del estero,72.72,86,71,9.93,1646700935,AR,-64.2615,-27.7951,3/8/2022
538,huilong,52.99,67,0,7.38,1646700935,CN,121.655,31.8111,3/8/2022
539,havoysund,34.68,67,95,21.27,1646700936,NO,24.6622,70.9963,3/8/2022
540,vyazemskiy,25.39,79,27,5.48,1646700936,RU,134.7525,47.5378,3/8/2022
541,chor,71.24,35,0,11.39,1646700936,PK,69.7667,25.5167,3/8/2022
542,gawler,70.74,53,0,15.17,1646700937,AU,138.7333,-34.6,3/8/2022
543,rincon de la victoria,53.55,60,100,5.91,1646700937,ES,-4.2758,36.7172,3/8/2022
544,alekseyevskoye,3.88,96,82,6.17,1646700937,RU,50.1135,55.3071,3/8/2022
545,dingle,82.15,76,50,11.61,1646700937,PH,122.6711,10.9995,3/8/2022
546,mezen,-21.64,100,17,2.93,1646700938,RU,44.24,65.8522,3/8/2022
547,shimoda,43.11,81,100,10.6,1646700938,JP,138.95,34.6667,3/8/2022
548,rasskazovo,17.76,97,100,3.4,1646700938,RU,41.9033,52.6714,3/8/2022
549,boyolangu,79.21,83,100,1.07,1646700939,ID,111.8935,-8.1181,3/8/2022
550,uyemskiy,-19.95,75,27,2.24,1646700939,RU,40.8524,64.4743,3/8/2022
551,moerai,81.52,74,100,14.52,1646700939,PF,-151.3333,-22.4333,3/8/2022
552,nha trang,80.6,79,100,7.96,1646700939,VN,109.1833,12.25,3/8/2022
553,manakara,73.13,94,29,5.55,1646700940,MG,48.0167,-22.1333,3/8/2022
554,dongsheng,39.67,32,0,3.98,1646700940,CN,109.9776,39.8161,3/8/2022
555,santa isabel do rio negro,73.83,98,100,2.39,1646700940,BR,-65.0192,-0.4139,3/8/2022
556,krasnoborsk,-14.44,100,65,2.04,1646700940,RU,45.934,61.5598,3/8/2022
557,kyren,28.35,85,100,0.96,1646700941,RU,102.1408,51.6828,3/8/2022
558,portobelo,75.43,84,72,10.11,1646700941,PA,-79.65,9.55,3/8/2022
559,hualmay,74.07,74,98,3.65,1646700941,PE,-77.6139,-11.0964,3/8/2022
560,strelka,28.8,88,76,11.23,1646700942,RU,93.0344,58.0728,3/8/2022
561,rio grande,69.94,87,32,9.26,1646700942,BR,-52.0986,-32.035,3/8/2022
562,yeppoon,94.78,62,13,6.89,1646700942,AU,150.7333,-23.1333,3/8/2022
563,krasnyy yar,22.93,75,40,7.09,1646700942,RU,48.3456,46.5331,3/8/2022
564,khasan,35.29,47,21,1.88,1646700943,RU,130.6434,42.4308,3/8/2022
565,vohibinany,73.49,99,100,3.42,1646700943,MG,49.0333,-17.35,3/8/2022
566,qasigiannguit,9.91,96,100,2.93,1646700943,GL,-51.1922,68.8193,3/8/2022
567,bodden town,79.68,73,20,10.36,1646700943,KY,-81.25,19.2833,3/8/2022
568,quatre cocos,75.09,84,54,6.46,1646700944,MU,57.7625,-20.2078,3/8/2022
569,fatezh,24.78,97,100,6.53,1646700944,RU,35.8632,52.0891,3/8/2022
570,ulagan,23.99,93,100,3.94,1646700944,RU,87.9563,50.6321,3/8/2022
571,ewa beach,78.69,62,100,9.22,1646700945,US,-158.0072,21.3156,3/8/2022
572,saint-paul,77.09,78,100,2.04,1646700945,RE,55.2707,-21.0096,3/8/2022
573,mundra,74.05,60,100,7.7,1646700945,IN,69.7333,22.85,3/8/2022
574,nome,32.07,47,0,16.11,1646700696,US,-165.4064,64.5011,3/8/2022
575,moree,80.62,54,10,9.22,1646700945,AU,149.85,-29.4667,3/8/2022
576,wajid,73.67,62,7,16.44,1646700946,SO,43.2471,3.8093,3/8/2022
577,manicore,73.94,96,100,2.39,1646700946,BR,-61.3003,-5.8092,3/8/2022
578,suifenhe,27.97,50,100,2.57,1646700946,CN,131.1667,44.4,3/8/2022
579,wajima,39.88,60,75,5.75,1646700946,JP,136.9,37.4,3/8/2022
580,pudozh,-20.33,100,98,3.83,1646700947,RU,36.5345,61.8099,3/8/2022
581,japura,75.92,95,100,3.4,1646700947,ID,102.35,-0.3167,3/8/2022
582,kresttsy,-1.68,99,31,4.32,1646700947,RU,32.5165,58.2452,3/8/2022
583,hofn,34.5,98,100,12.08,1646700948,IS,-15.2082,64.2539,3/8/2022
584,villa carlos paz,60.08,83,0,3.22,1646700774,AR,-64.4978,-31.4241,3/8/2022
585,port-gentil,82.42,78,100,2.98,1646700948,GA,8.7815,-0.7193,3/8/2022
586,atar,63.25,24,59,8.97,1646700948,MR,-13.0499,20.5169,3/8/2022
587,melita,29.66,89,100,14.88,1646700948,CA,-100.9967,49.2681,3/8/2022
